Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D21;;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D16;Mean Cop_pro_D24;;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_pro_D21;Mean Cop_pro_D24;;
Zotu1520;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu1829;0.0003373;0.000439;99.9;0.143;0.0833;;;;;Zotu1795;0.0002778;0.0004785;99.89;0.167;0;;
Zotu1517;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu462;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu485;0.0002778;0.0004785;99.89;0.167;0;;
Zotu911;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu1747;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1090;0.0002778;0.0004785;99.89;0.167;0;;
Zotu954;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu1744;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1183;0.0002778;0.0004785;99.89;0;0.167;;
Zotu200;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu428;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu480;0.0002778;0.0004785;99.89;0.167;0;;
Zotu1471;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu419;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1706;0.0002778;0.0004785;99.89;0;0.167;;
Zotu838;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu460;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu330;0.0002778;0.0004785;99.89;0;0.167;;
Zotu833;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu399;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu538;0.0002778;0.0004785;99.89;0;0.167;;
Zotu829;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu380;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1640;0.0002778;0.0004785;99.89;0;0.167;;
Zotu1937;0.0003373;0.0005594;99.9;0.143;0.0833;;;;;;Zotu482;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu587;0.0002778;0.0004785;99.89;0.167;0;;
Zotu2022;0.0003373;0.0005594;99.91;0.143;0.0833;;;;;;Zotu495;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1616;0.0002778;0.0004785;99.89;0;0.167;;
Zotu1930;0.0003373;0.0005594;99.91;0.143;0.0833;;;;;;Zotu363;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1863;0.0002778;0.0004785;99.89;0.167;0;;
Zotu1913;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu342;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu2143;0.0002778;0.0004785;99.89;0;0.167;;
Zotu1440;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu310;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu189;0.0002778;0.0004785;99.89;0.167;0;;
Zotu695;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu537;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu2047;0.0002778;0.0004785;99.89;0;0.167;;
Zotu687;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu290;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1246;0.0002778;0.0004785;99.89;0.167;0;;
Zotu1416;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu541;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu883;0.0002778;0.0004785;99.89;0.167;0;;
Zotu591;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu276;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu834;0.0002778;0.0004785;99.89;0;0.167;;
Zotu580;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu262;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu775;0.0002778;0.0004785;99.89;0.167;0;;
Zotu1807;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu555;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu717;0.0002778;0.0004785;99.9;0.167;0;;
Zotu480;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu2266;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu707;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1379;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu2255;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1799;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1090;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu1415;0.0003373;0.000439;99.91;0.143;0.0833;;;;;Zotu1681;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1186;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu2248;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu1023;0.0002778;0.0004785;99.9;0.167;0;;
Zotu433;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu1603;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu552;0.0002778;0.0004785;99.9;0;0.167;;
Zotu448;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu1072;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu456;0.0002778;0.0004785;99.9;0.167;0;;
Zotu395;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu661;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu448;0.0002778;0.0004785;99.9;0.167;0;;
Zotu456;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu1070;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu443;0.0002778;0.0004785;99.9;0;0.167;;
Zotu470;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu2174;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu432;0.0002778;0.0004785;99.9;0;0.167;;
Zotu1085;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu184;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu505;0.0002778;0.0004785;99.9;0;0.167;;
Zotu353;0.0002778;0.0004607;99.91;0;0.167;;;;;;Zotu1287;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu367;0.0002778;0.0004785;99.9;0;0.167;;
Zotu344;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu2108;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu1085;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1688;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1903;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu343;0.0002778;0.0004785;99.9;0.167;0;;
Zotu320;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu2089;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu531;0.0002778;0.0004785;99.9;0.167;0;;
Zotu315;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu806;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu315;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1681;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu921;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu306;0.0002778;0.0004785;99.9;0.167;0;;
Zotu504;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1993;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu1678;0.0002778;0.0004785;99.9;0.167;0;;
Zotu304;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu200;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu1807;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1393;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu829;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu1811;0.0002778;0.0004785;99.9;0.167;0;;
Zotu1651;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu948;0.0003373;0.000439;99.92;0.143;0.0833;;;;;Zotu1646;0.0002778;0.0004785;99.9;0.167;0;;
Zotu249;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1928;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu233;0.0002778;0.0004785;99.91;0.167;0;;
Zotu1799;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu727;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu2276;0.0002778;0.0004785;99.91;0;0.167;;
Zotu1811;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1434;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu2263;0.0002778;0.0004785;99.91;0;0.167;;
Zotu141;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu692;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu1303;0.0002778;0.0004785;99.91;0.167;0;;
Zotu605;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu670;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu2224;0.0002778;0.0004785;99.91;0.167;0;;
Zotu1307;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu284;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu648;0.0002778;0.0004785;99.91;0.167;0;;
Zotu222;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1407;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu652;0.0002778;0.0004785;99.91;0;0.167;;
Zotu2214;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1405;0.0002778;0.0003616;99.92;0;0.167;;;;;Zotu2216;0.0002778;0.0004785;99.91;0;0.167;;
Zotu1023;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu578;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu2214;0.0002778;0.0004785;99.91;0.167;0;;
Zotu2209;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu557;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu2211;0.0002778;0.0004785;99.91;0;0.167;;
Zotu633;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu538;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu670;0.0002778;0.0004785;99.91;0;0.167;;
Zotu662;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1372;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu2197;0.0002778;0.0004785;99.91;0;0.167;;
Zotu1863;0.0002778;0.0004607;99.92;0;0.167;;;;;;Zotu1746;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1878;0.0002778;0.0004785;99.91;0.167;0;;
Zotu129;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu443;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1564;0.0002778;0.0004785;99.91;0.167;0;;
Zotu1439;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu433;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu2134;0.0002778;0.0004785;99.91;0;0.167;;
Zotu2137;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu432;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu2131;0.0002778;0.0004785;99.91;0.167;0;;
Zotu211;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu1182;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu727;0.0002778;0.0004785;99.91;0;0.167;;
Zotu2105;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu415;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu695;0.0002778;0.0004785;99.91;0.167;0;;
Zotu2100;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu405;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1549;0.0002778;0.0004785;99.91;0;0.167;;
Zotu1274;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu395;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1538;0.0002778;0.0004785;99.91;0.167;0;;
Zotu190;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu1356;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1434;0.0002778;0.0004785;99.91;0;0.167;;
Zotu1538;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu374;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu2020;0.0002778;0.0004785;99.92;0;0.167;;
Zotu766;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu367;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu968;0.0002778;0.0004785;99.92;0.167;0;;
Zotu1110;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu1176;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu910;0.0002778;0.0004785;99.92;0.167;0;;
Zotu1005;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu355;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu888;0.0002778;0.0004785;99.92;0.167;0;;
Zotu968;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu333;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu879;0.0002778;0.0004785;99.92;0;0.167;;
Zotu1122;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu330;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1949;0.0002778;0.0004785;99.92;0.167;0;;
Zotu928;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu1688;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1944;0.0002778;0.0004785;99.92;0.167;0;;
Zotu1246;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu320;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu831;0.0002778;0.0004785;99.92;0.167;0;;
Zotu910;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu1398;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu993;0.0002778;0.0004785;99.92;0.167;0;;
Zotu889;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu267;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu769;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu932;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu552;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu676;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu851;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu548;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu650;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu960;0.0002778;0.0004607;99.93;0;0.167;;;;;;Zotu251;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu1829;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu1251;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu250;0.0002778;0.0003616;99.93;0;0.167;;;;;Zotu576;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu839;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu249;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu1399;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu831;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu235;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu520;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu821;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu1640;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu498;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu816;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu2276;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu488;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu994;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu1616;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu1762;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu993;0.0002778;0.0004607;99.94;0;0.167;;;;;;Zotu1035;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu462;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu1901;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2216;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu460;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu721;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2211;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu459;0.0002546;0.0004387;99.92;0.0833;0.0833;;
Zotu672;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu652;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu455;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu669;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu505;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu413;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu626;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2166;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu361;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1417;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2143;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu358;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu619;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1068;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu1789;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu618;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2134;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu351;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu612;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2126;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu342;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu181;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1279;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu310;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1794;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu2105;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu1664;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1788;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1549;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu266;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1786;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1547;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu262;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu510;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu210;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu261;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1749;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1545;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu2282;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1373;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1907;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu603;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1744;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1531;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu1415;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu419;0.0002381;0.0003948;99.94;0.143;0;;;;;;Zotu1525;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu632;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu412;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu2047;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu2234;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1745;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu889;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu1070;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu400;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu880;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu700;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu380;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1496;0.0002778;0.0003616;99.94;0;0.167;;;;;Zotu2089;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1760;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu960;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu2070;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1706;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu849;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu1523;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1702;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu966;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu2036;0.0002546;0.0004387;99.93;0.0833;0.0833;;
Zotu1380;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1942;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu829;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu338;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu834;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu876;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu1343;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu2020;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu1991;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu495;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1026;0.0002778;0.0003616;99.95;0;0.167;;;;;Zotu866;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu515;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu810;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu200;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu268;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1901;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu945;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu1079;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu672;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1114;0.0002546;0.0004387;99.94;0.0833;0.0833;;
Zotu555;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu669;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu810;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu2277;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1417;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1929;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu1812;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu618;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu771;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu2266;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu612;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1224;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu2241;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu610;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1223;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu2229;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu587;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu753;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu2222;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu181;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu750;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu1302;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu564;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1222;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu1603;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1794;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1444;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu1072;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu1786;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1889;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu221;0.0002381;0.0003948;99.95;0.143;0;;;;;;Zotu468;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1888;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu2197;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu463;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1887;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu1590;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1749;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1441;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu218;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1373;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1880;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu711;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu438;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1024;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu1067;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu431;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu671;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu2125;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu412;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu660;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu728;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu404;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1211;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu1552;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1362;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu335;0.0001389;0.0002393;99.94;0.0833;0;;
Zotu1903;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu400;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu1852;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu2048;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1380;0.0002381;0.0003099;99.95;0.143;0;;;;;Zotu649;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu2017;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1760;0.0002381;0.0003099;99.96;0.143;0;;;;;Zotu1420;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu2004;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1702;0.0002381;0.0003099;99.96;0.143;0;;;;;Zotu635;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu951;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu347;0.0002381;0.0003099;99.96;0.143;0;;;;;Zotu629;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu874;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu343;0.0002381;0.0003099;99.96;0.143;0;;;;;Zotu626;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu906;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu338;0.0002381;0.0003099;99.96;0.143;0;;;;;Zotu1207;0.0001389;0.0002393;99.94;0;0.0833;;
Zotu898;0.0002381;0.0003948;99.96;0.143;0;;;;;;Zotu1343;0.0002381;0.0003099;99.96;0.143;0;;;;;Zotu622;0.0001389;0.0002393;99.94;0.0833;0;;
