Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D21;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D16;Mean Cop_ctr_D24;;;;Taxon;Av. dissim;Contrib. %;Cumulative %;Mean Cop_ctr_D21;Mean Cop_ctr_D24;
Zotu2036;0.001553;0.001984;99.52;0.182;0.917;;;;Zotu926;0.002273;0.002734;99.39;1.36;0;;;;Zotu930;0.001806;0.003322;99.26;0.25;1.17;
Zotu402;0.00154;0.001968;99.53;0.182;0.833;;;;Zotu1055;0.002273;0.002734;99.39;1.36;0;;;;Zotu892;0.001806;0.003322;99.27;1;0.5;
Zotu1053;0.00154;0.001968;99.53;0.545;0.5;;;;Zotu2016;0.002247;0.002703;99.4;0.727;1.5;;;;Zotu559;0.001806;0.003322;99.27;0.75;0.833;
Zotu611;0.001528;0.001952;99.53;0.0909;0.917;;;;Zotu1253;0.002235;0.002688;99.4;0.364;1.25;;;;Zotu1740;0.001806;0.003322;99.27;0.5;1.08;
Zotu137;0.001528;0.001952;99.53;0.727;0.583;;;;Zotu427;0.002222;0.002673;99.4;1.27;0.333;;;;Zotu1799;0.001806;0.003322;99.28;0;1.08;
Zotu641;0.001528;0.001952;99.53;0;0.917;;;;Zotu756;0.002222;0.002673;99.4;0;1.33;;;;Zotu989;0.001806;0.003322;99.28;0;1.08;
Zotu1032;0.001528;0.001952;99.54;0.636;0.583;;;;Zotu2191;0.002222;0.002673;99.41;0;1.33;;;;Zotu1013;0.001806;0.003322;99.28;0;1.08;
Zotu1758;0.001528;0.001952;99.54;0;0.917;;;;Zotu658;0.002222;0.002673;99.41;0;1.33;;;;Zotu883;0.001806;0.003322;99.29;1.08;0;
Zotu579;0.001528;0.001952;99.54;0;0.917;;;;Zotu1438;0.002222;0.002673;99.41;0;1.33;;;;Zotu369;0.001806;0.003322;99.29;1.08;0;
Zotu632;0.001528;0.001952;99.54;0;0.917;;;;Zotu1258;0.002222;0.002673;99.41;0;1.33;;;;Zotu1136;0.001782;0.003279;99.29;1.25;1;
Zotu341;0.001528;0.001952;99.54;0.909;0.417;;;;Zotu1255;0.002222;0.002673;99.42;0;1.33;;;;Zotu673;0.001782;0.003279;99.3;1.08;0.0833;
Zotu1912;0.001528;0.001952;99.55;0;0.917;;;;Zotu465;0.002172;0.002612;99.42;0.273;1.17;;;;Zotu1512;0.001759;0.003237;99.3;0.75;0.75;
Zotu1766;0.001515;0.001936;99.55;0.909;0;;;;Zotu724;0.002134;0.002567;99.42;0.182;1.25;;;;Zotu611;0.001736;0.003194;99.3;0.917;0.667;
Zotu1254;0.001515;0.001936;99.55;0.909;0;;;;Zotu871;0.002121;0.002551;99.42;0.364;1.33;;;;Zotu943;0.001736;0.003194;99.31;0.75;0.583;
Zotu1082;0.001515;0.001936;99.55;0.909;0;;;;Zotu275;0.002121;0.002551;99.43;1.09;0.5;;;;Zotu631;0.001713;0.003151;99.31;0.667;0.583;
Zotu1104;0.001515;0.001936;99.55;0.909;0;;;;Zotu929;0.002109;0.002536;99.43;0.818;0.917;;;;Zotu1169;0.001713;0.003151;99.31;0.833;0.583;
Zotu1590;0.001515;0.001936;99.56;0.909;0;;;;Zotu808;0.002096;0.002521;99.43;0.455;1.17;;;;Zotu1565;0.001713;0.003151;99.32;0.417;0.833;
Zotu1447;0.001515;0.001936;99.56;0.909;0;;;;Zotu1355;0.002096;0.002521;99.43;1;0.333;;;;Zotu2115;0.00169;0.003109;99.32;0.833;0.583;
Zotu2154;0.001515;0.001936;99.56;0.909;0;;;;Zotu268;0.002083;0.002506;99.44;0;1.25;;;;Zotu1487;0.00169;0.003109;99.32;0.0833;1;
Zotu94;0.001503;0.00192;99.56;0.545;0.75;;;;Zotu796;0.002083;0.002506;99.44;0;1.25;;;;Zotu974;0.00169;0.003109;99.33;0.583;0.667;
Zotu1825;0.00149;0.001904;99.56;0.455;0.833;;;;Zotu1200;0.002083;0.002506;99.44;0;1.25;;;;Zotu2134;0.001667;0.003066;99.33;0.417;0.833;
Zotu559;0.001477;0.001887;99.57;0.455;0.75;;;;Zotu1818;0.002083;0.002506;99.44;0;1.25;;;;Zotu1504;0.001667;0.003066;99.33;0.5;0.833;
Zotu966;0.001477;0.001887;99.57;0.0909;0.917;;;;Zotu674;0.002083;0.002506;99.45;0;1.25;;;;Zotu1135;0.001667;0.003066;99.33;0.333;1;
Zotu493;0.001477;0.001887;99.57;0.364;0.583;;;;Zotu1740;0.002058;0.002475;99.45;0.727;1.08;;;;Zotu609;0.001667;0.003066;99.34;0;1;
Zotu777;0.001465;0.001871;99.57;0.545;0.5;;;;Zotu76;0.002058;0.002475;99.45;1.09;0.75;;;;Zotu1064;0.001667;0.003066;99.34;0.667;0.75;
Zotu1237;0.001439;0.001839;99.57;0.818;0.167;;;;Zotu218;0.002045;0.00246;99.45;1.18;0.167;;;;Zotu1477;0.001667;0.003066;99.34;0;1;
Zotu135;0.001439;0.001839;99.57;1;0.5;;;;Zotu1835;0.002033;0.002445;99.46;0.455;1.08;;;;Zotu655;0.001667;0.003066;99.35;0.917;0.167;
Zotu307;0.001427;0.001823;99.58;0.818;0.0833;;;;Zotu749;0.002008;0.002415;99.46;0.909;0.75;;;;Zotu2094;0.001644;0.003024;99.35;1;0.75;
Zotu1524;0.001427;0.001823;99.58;0.818;0.0833;;;;Zotu570;0.002008;0.002415;99.46;1.18;0.0833;;;;Zotu2002;0.001644;0.003024;99.35;0.833;0.667;
Zotu1063;0.001402;0.001791;99.58;0.455;0.583;;;;Zotu72;0.001995;0.0024;99.46;0.727;1;;;;Zotu94;0.001644;0.003024;99.36;0.75;0.75;
Zotu806;0.001402;0.001791;99.58;0.182;0.75;;;;Zotu1665;0.001995;0.0024;99.47;0.727;1.5;;;;Zotu2201;0.00162;0.002981;99.36;0.917;0.667;
Zotu1890;0.001402;0.001791;99.58;0.636;0.417;;;;Zotu96;0.001995;0.0024;99.47;0.545;1.17;;;;Zotu770;0.00162;0.002981;99.36;0.75;0.417;
Zotu1742;0.001389;0.001775;99.59;0;0.833;;;;Zotu91;0.001982;0.002384;99.47;1;1.08;;;;Zotu2117;0.00162;0.002981;99.36;0.833;0.5;
Zotu1733;0.001389;0.001775;99.59;0.182;0.833;;;;Zotu763;0.001982;0.002384;99.47;0.455;1.08;;;;Zotu942;0.001597;0.002938;99.37;0.667;0.417;
Zotu2002;0.001389;0.001775;99.59;0.0909;0.833;;;;Zotu1517;0.001982;0.002384;99.48;1.18;0.0833;;;;Zotu806;0.001597;0.002938;99.37;0.75;0.417;
Zotu779;0.001389;0.001775;99.59;0;0.833;;;;Zotu1228;0.00197;0.002369;99.48;1.18;0;;;;Zotu108;0.001574;0.002896;99.37;0.667;0.5;
Zotu1169;0.001389;0.001775;99.59;0;0.833;;;;Zotu1287;0.00197;0.002369;99.48;1.18;0;;;;Zotu228;0.001574;0.002896;99.38;0.833;0.5;
Zotu353;0.001389;0.001775;99.59;0;0.833;;;;Zotu1915;0.00197;0.002369;99.48;1.18;0;;;;Zotu916;0.001574;0.002896;99.38;0.25;0.833;
Zotu793;0.001389;0.001775;99.6;0;0.833;;;;Zotu2175;0.001957;0.002354;99.49;0.545;1.08;;;;Zotu1825;0.001574;0.002896;99.38;0.833;0.583;
Zotu1794;0.001389;0.001775;99.6;0;0.833;;;;Zotu2121;0.001944;0.002339;99.49;0;1.17;;;;Zotu493;0.001551;0.002853;99.38;0.583;0.417;
Zotu129;0.001389;0.001775;99.6;0.273;0.667;;;;Zotu1801;0.001944;0.002339;99.49;0;1.17;;;;Zotu1534;0.001551;0.002853;99.39;0.0833;0.917;
Zotu312;0.001389;0.001775;99.6;0;0.833;;;;Zotu930;0.001944;0.002339;99.49;0;1.17;;;;Zotu870;0.001528;0.002811;99.39;1;0.25;
Zotu697;0.001389;0.001775;99.6;0;0.833;;;;Zotu407;0.001944;0.002339;99.49;0;1.17;;;;Zotu2036;0.001528;0.002811;99.39;0.917;0.25;
Zotu1932;0.001389;0.001775;99.6;0.364;0.833;;;;Zotu793;0.001944;0.002339;99.5;0;1.17;;;;Zotu107;0.001481;0.002726;99.4;0.75;0.417;
Zotu770;0.001376;0.001758;99.61;0.182;0.75;;;;Zotu1896;0.001944;0.002339;99.5;0;1.17;;;;Zotu1326;0.001481;0.002726;99.4;0.75;0.583;
Zotu115;0.001364;0.001742;99.61;0.364;0.667;;;;Zotu1891;0.001944;0.002339;99.5;1.09;0.333;;;;Zotu81;0.001481;0.002726;99.4;0.5;0.667;
Zotu327;0.001364;0.001742;99.61;0.0909;0.833;;;;Zotu2067;0.001907;0.002293;99.5;0.273;0.917;;;;Zotu257;0.001458;0.002683;99.4;0.5;0.583;
Zotu1204;0.001364;0.001742;99.61;0.818;0;;;;Zotu1487;0.001894;0.002278;99.51;0.273;1;;;;Zotu1836;0.001458;0.002683;99.41;0.583;0.417;
Zotu1914;0.001364;0.001742;99.61;0.818;0;;;;Zotu1924;0.001881;0.002263;99.51;0.182;1.08;;;;Zotu1742;0.001435;0.00264;99.41;0.833;0.5;
Zotu2263;0.001364;0.001742;99.62;0.818;0;;;;Zotu464;0.001856;0.002233;99.51;0.182;1.08;;;;Zotu522;0.001435;0.00264;99.41;0.5;0.667;
Zotu464;0.001351;0.001726;99.62;0.182;0.75;;;;Zotu1239;0.001818;0.002187;99.51;1.09;0;;;;Zotu217;0.001412;0.002598;99.41;0.333;0.667;
Zotu2067;0.001351;0.001726;99.62;0.273;0.75;;;;Zotu734;0.001806;0.002172;99.52;0;1.08;;;;Zotu1584;0.001412;0.002598;99.42;0.583;0.5;
Zotu2228;0.001338;0.00171;99.62;0.182;0.833;;;;Zotu984;0.001806;0.002172;99.52;0;1.08;;;;Zotu1794;0.001389;0.002555;99.42;0.833;0.25;
Zotu1655;0.001326;0.001694;99.62;0.636;0.25;;;;Zotu1799;0.001806;0.002172;99.52;0;1.08;;;;Zotu1870;0.001389;0.002555;99.42;0.167;0.75;
Zotu1740;0.001288;0.001645;99.62;0.727;0.5;;;;Zotu989;0.001806;0.002172;99.52;0;1.08;;;;Zotu779;0.001389;0.002555;99.43;0.833;0;
Zotu305;0.001275;0.001629;99.63;0.727;0.0833;;;;Zotu1769;0.001806;0.002172;99.52;0;1.08;;;;Zotu659;0.001389;0.002555;99.43;0;0.833;
Zotu472;0.001263;0.001613;99.63;0.182;0.667;;;;Zotu1776;0.001806;0.002172;99.53;0;1.08;;;;Zotu2251;0.001389;0.002555;99.43;0.5;0.583;
Zotu1260;0.001263;0.001613;99.63;0.273;0.667;;;;Zotu1013;0.001806;0.002172;99.53;0;1.08;;;;Zotu533;0.001389;0.002555;99.43;0.25;0.833;
Zotu1512;0.00125;0.001597;99.63;0;0.75;;;;Zotu670;0.001806;0.002172;99.53;0;1.08;;;;Zotu408;0.001366;0.002513;99.44;0.0833;0.833;
Zotu1465;0.00125;0.001597;99.63;0;0.75;;;;Zotu461;0.001806;0.002172;99.53;0;1.08;;;;Zotu169;0.001343;0.00247;99.44;0.167;0.75;
Zotu1338;0.00125;0.001597;99.63;0;0.75;;;;Zotu864;0.001806;0.002172;99.53;0;1.08;;;;Zotu90;0.001343;0.00247;99.44;0.417;0.75;
Zotu2280;0.00125;0.001597;99.64;0;0.75;;;;Zotu784;0.00178;0.002141;99.54;1;0.0833;;;;Zotu1005;0.001343;0.00247;99.44;0.167;0.75;
Zotu511;0.00125;0.001597;99.64;0.727;0.0833;;;;Zotu65;0.001768;0.002126;99.54;0.818;1;;;;Zotu1260;0.001319;0.002427;99.45;0.667;0.5;
Zotu108;0.001212;0.001549;99.64;0.182;0.667;;;;Zotu1090;0.001768;0.002126;99.54;0.0909;1;;;;Zotu924;0.001319;0.002427;99.45;0.75;0.0833;
Zotu2161;0.001212;0.001549;99.64;0.727;0;;;;Zotu436;0.001705;0.00205;99.54;0.455;0.917;;;;Zotu613;0.001319;0.002427;99.45;0.25;0.75;
Zotu1744;0.001212;0.001549;99.64;0.727;0;;;;Zotu571;0.001692;0.002035;99.55;0.0909;1;;;;Zotu2183;0.001319;0.002427;99.45;0.25;0.75;
Zotu209;0.001187;0.001516;99.64;0.545;0.333;;;;Zotu1088;0.001679;0.00202;99.55;0.182;0.917;;;;Zotu1063;0.001296;0.002385;99.45;0.583;0.5;
Zotu631;0.001162;0.001484;99.64;0.0909;0.667;;;;Zotu1135;0.001667;0.002005;99.55;0.0909;1;;;;Zotu1374;0.001296;0.002385;99.46;0.167;0.667;
Zotu215;0.001162;0.001484;99.65;0.182;0.667;;;;Zotu559;0.001667;0.002005;99.55;0.455;0.833;;;;Zotu1335;0.001273;0.002342;99.46;0.5;0.833;
Zotu1747;0.001162;0.001484;99.65;0.182;0.667;;;;Zotu1865;0.001667;0.002005;99.55;0;1;;;;Zotu262;0.001273;0.002342;99.46;0.583;0.333;
Zotu684;0.001162;0.001484;99.65;0.636;0.667;;;;Zotu1136;0.001667;0.002005;99.56;0;1;;;;Zotu1920;0.001273;0.002342;99.46;0.0833;0.75;
Zotu623;0.001136;0.001452;99.65;0.455;0.333;;;;Zotu1912;0.001667;0.002005;99.56;0;1;;;;Zotu2077;0.001273;0.002342;99.47;0.667;0.25;
Zotu829;0.001136;0.001452;99.65;0.273;0.5;;;;Zotu609;0.001667;0.002005;99.56;0;1;;;;Zotu1664;0.00125;0.0023;99.47;0.5;0.417;
Zotu2251;0.001136;0.001452;99.65;0.364;0.5;;;;Zotu641;0.001667;0.002005;99.56;0;1;;;;Zotu157;0.00125;0.0023;99.47;0.333;0.75;
Zotu1460;0.001124;0.001436;99.65;0.455;0.417;;;;Zotu978;0.001667;0.002005;99.56;1;0;;;;Zotu1465;0.00125;0.0023;99.47;0.75;0;
Zotu1035;0.001111;0.00142;99.66;0.0909;0.667;;;;Zotu1927;0.001667;0.002005;99.57;1;0;;;;Zotu2100;0.00125;0.0023;99.48;0.333;0.667;
Zotu1091;0.001111;0.00142;99.66;0;0.667;;;;Zotu1224;0.001667;0.002005;99.57;1;0;;;;Zotu226;0.00125;0.0023;99.48;0.583;0.417;
Zotu497;0.001111;0.00142;99.66;0;0.667;;;;Zotu1725;0.001667;0.002005;99.57;1;0;;;;Zotu144;0.001227;0.002257;99.48;0.583;0.333;
Zotu1192;0.001111;0.00142;99.66;0.455;0.333;;;;Zotu509;0.001667;0.002005;99.57;0;1;;;;Zotu1252;0.001227;0.002257;99.48;0.667;0.417;
Zotu1064;0.001111;0.00142;99.66;0;0.667;;;;Zotu967;0.001667;0.002005;99.57;0;1;;;;Zotu1035;0.001227;0.002257;99.48;0.667;0.5;
Zotu984;0.001111;0.00142;99.66;0;0.667;;;;Zotu1477;0.001667;0.002005;99.58;0;1;;;;Zotu184;0.001227;0.002257;99.49;0.25;0.583;
Zotu1801;0.001111;0.00142;99.66;0;0.667;;;;Zotu1914;0.001629;0.001959;99.58;0.818;0.417;;;;Zotu137;0.001204;0.002214;99.49;0.583;0.333;
Zotu1123;0.001111;0.00142;99.67;0.636;0.5;;;;Zotu1534;0.001629;0.001959;99.58;0.273;0.917;;;;Zotu1199;0.001204;0.002214;99.49;0.333;0.667;
Zotu839;0.001098;0.001403;99.67;0.455;0.25;;;;Zotu104;0.001629;0.001959;99.58;0.182;0.917;;;;Zotu568;0.001204;0.002214;99.49;0.5;0.417;
Zotu41;0.001073;0.001371;99.67;0.182;0.583;;;;Zotu2094;0.001629;0.001959;99.58;0.727;0.75;;;;Zotu948;0.001204;0.002214;99.5;0.583;0.667;
Zotu1760;0.001061;0.001355;99.67;0.636;0;;;;Zotu1082;0.001604;0.001929;99.59;0.909;0.0833;;;;Zotu713;0.001204;0.002214;99.5;0.167;0.667;
Zotu1619;0.001061;0.001355;99.67;0.636;0;;;;Zotu135;0.001604;0.001929;99.59;1;0.583;;;;Zotu2022;0.001204;0.002214;99.5;0.5;0.417;
Zotu1504;0.001061;0.001355;99.67;0.273;0.5;;;;Zotu70;0.001578;0.001898;99.59;0.545;0.917;;;;Zotu1739;0.001181;0.002172;99.5;0.5;0.333;
Zotu724;0.001061;0.001355;99.67;0.182;0.667;;;;Zotu613;0.001553;0.001868;99.59;0.545;0.75;;;;Zotu1240;0.001181;0.002172;99.5;0.0833;0.667;
Zotu706;0.001048;0.001339;99.68;0.455;0.25;;;;Zotu820;0.001528;0.001838;99.59;0;0.917;;;;Zotu788;0.001157;0.002129;99.51;0.333;0.5;
Zotu1956;0.001035;0.001323;99.68;0.182;0.5;;;;Zotu786;0.001528;0.001838;99.59;0;0.917;;;;Zotu2035;0.001157;0.002129;99.51;0.167;0.667;
Zotu1238;0.001035;0.001323;99.68;0.545;0.167;;;;Zotu1766;0.001515;0.001822;99.6;0.909;0;;;;Zotu1166;0.001157;0.002129;99.51;0.583;0.417;
Zotu96;0.001023;0.001307;99.68;0.545;0.25;;;;Zotu1254;0.001515;0.001822;99.6;0.909;0;;;;Zotu140;0.001157;0.002129;99.51;0.5;0.333;
Zotu144;0.001023;0.001307;99.68;0.0909;0.583;;;;Zotu739;0.001515;0.001822;99.6;0.909;0;;;;Zotu1145;0.001134;0.002087;99.52;0.5;0.333;
Zotu383;0.001023;0.001307;99.68;0.0909;0.583;;;;Zotu1590;0.001515;0.001822;99.6;0.909;0;;;;Zotu110;0.001134;0.002087;99.52;0.0833;0.667;
Zotu262;0.001023;0.001307;99.68;0.0909;0.583;;;;Zotu1104;0.001515;0.001822;99.6;0.909;0;;;;Zotu1378;0.001134;0.002087;99.52;0.5;0.417;
Zotu613;0.001023;0.001307;99.68;0.545;0.25;;;;Zotu1447;0.001515;0.001822;99.61;0.909;0;;;;Zotu282;0.001111;0.002044;99.52;0.5;0.25;
Zotu282;0.00101;0.001291;99.69;0.182;0.5;;;;Zotu2154;0.001515;0.001822;99.61;0.909;0;;;;Zotu394;0.001111;0.002044;99.52;0;0.667;
Zotu257;0.0009848;0.001258;99.69;0.182;0.5;;;;Zotu943;0.001503;0.001807;99.61;0.545;0.583;;;;Zotu1467;0.001111;0.002044;99.53;0;0.667;
Zotu568;0.0009848;0.001258;99.69;0.182;0.5;;;;Zotu472;0.00149;0.001792;99.61;0.182;0.833;;;;Zotu135;0.001111;0.002044;99.53;0.5;0.583;
Zotu517;0.0009848;0.001258;99.69;0.273;0.5;;;;Zotu1910;0.001477;0.001777;99.61;0.364;0.583;;;;Zotu1178;0.001111;0.002044;99.53;0;0.667;
Zotu2219;0.0009848;0.001258;99.69;0.636;0.167;;;;Zotu341;0.001465;0.001762;99.61;0.909;0.333;;;;Zotu2138;0.001111;0.002044;99.53;0;0.667;
Zotu1664;0.0009848;0.001258;99.69;0.182;0.5;;;;Zotu137;0.001465;0.001762;99.62;0.727;0.333;;;;Zotu298;0.001111;0.002044;99.53;0;0.667;
Zotu1836;0.0009722;0.001242;99.69;0;0.583;;;;Zotu447;0.001452;0.001747;99.62;0.273;0.917;;;;Zotu630;0.001111;0.002044;99.54;0.25;0.583;
Zotu781;0.0009722;0.001242;99.69;0;0.583;;;;Zotu94;0.001452;0.001747;99.62;0.545;0.75;;;;Zotu139;0.001065;0.001959;99.54;0.25;0.5;
Zotu146;0.0009722;0.001242;99.7;0;0.583;;;;Zotu1679;0.001452;0.001747;99.62;0.545;0.417;;;;Zotu158;0.001042;0.001916;99.54;0.25;0.583;
Zotu418;0.0009722;0.001242;99.7;0.545;0.0833;;;;Zotu594;0.001452;0.001747;99.62;0.545;0.583;;;;Zotu123;0.001042;0.001916;99.54;0.417;0.333;
Zotu278;0.0009722;0.001242;99.7;0;0.583;;;;Zotu307;0.001427;0.001716;99.62;0.818;0.0833;;;;Zotu1612;0.001042;0.001916;99.54;0.417;0.5;
Zotu1085;0.0009722;0.001242;99.7;0;0.583;;;;Zotu110;0.001414;0.001701;99.63;0.364;0.667;;;;Zotu498;0.001042;0.001916;99.55;0.5;0.25;
Zotu1598;0.0009722;0.001242;99.7;0;0.583;;;;Zotu1237;0.001402;0.001686;99.63;0.818;0.0833;;;;Zotu1956;0.001019;0.001874;99.55;0.5;0.167;
Zotu226;0.0009722;0.001242;99.7;0;0.583;;;;Zotu1744;0.001402;0.001686;99.63;0.727;0.25;;;;Zotu2276;0.001019;0.001874;99.55;0.167;0.5;
Zotu1584;0.0009722;0.001242;99.7;0;0.583;;;;Zotu1326;0.001402;0.001686;99.63;0.364;0.583;;;;Zotu1710;0.001019;0.001874;99.55;0.5;0.333;
Zotu974;0.0009722;0.001242;99.7;0;0.583;;;;Zotu408;0.001389;0.001671;99.63;0;0.833;;;;Zotu2029;0.001019;0.001874;99.55;0.0833;0.583;
Zotu1686;0.0009722;0.001242;99.71;0;0.583;;;;Zotu2134;0.001389;0.001671;99.64;0;0.833;;;;Zotu2241;0.001019;0.001874;99.55;0.0833;0.583;
Zotu1087;0.0009722;0.001242;99.71;0;0.583;;;;Zotu693;0.001389;0.001671;99.64;0;0.833;;;;Zotu2055;0.001019;0.001874;99.56;0.333;0.5;
Zotu1166;0.0009722;0.001242;99.71;0;0.583;;;;Zotu916;0.001389;0.001671;99.64;0;0.833;;;;Zotu148;0.001019;0.001874;99.56;0.333;0.333;
Zotu948;0.0009722;0.001242;99.71;0.0909;0.583;;;;Zotu533;0.001389;0.001671;99.64;0;0.833;;;;Zotu1460;0.0009954;0.001831;99.56;0.417;0.417;
Zotu314;0.0009596;0.001226;99.71;0.0909;0.5;;;;Zotu107;0.001376;0.001655;99.64;0.727;0.417;;;;Zotu944;0.0009954;0.001831;99.56;0.417;0.333;
Zotu799;0.000947;0.00121;99.71;0.364;0.25;;;;Zotu2239;0.001364;0.00164;99.64;0.0909;0.833;;;;Zotu781;0.0009722;0.001789;99.56;0.583;0;
Zotu1812;0.0009343;0.001194;99.71;0.455;0.167;;;;Zotu1204;0.001364;0.00164;99.65;0.818;0;;;;Zotu1380;0.0009722;0.001789;99.57;0;0.583;
Zotu140;0.0009343;0.001194;99.71;0.182;0.5;;;;Zotu1524;0.001364;0.00164;99.65;0.818;0;;;;Zotu395;0.0009722;0.001789;99.57;0.5;0.167;
Zotu1710;0.0009343;0.001194;99.72;0.182;0.5;;;;Zotu2263;0.001364;0.00164;99.65;0.818;0;;;;Zotu1910;0.0009722;0.001789;99.57;0;0.583;
Zotu2022;0.0009343;0.001194;99.72;0.182;0.5;;;;Zotu90;0.001351;0.001625;99.65;0.273;0.75;;;;Zotu1475;0.0009722;0.001789;99.57;0;0.583;
Zotu90;0.0009217;0.001178;99.72;0.273;0.417;;;;Zotu157;0.001351;0.001625;99.65;0.455;0.75;;;;Zotu1923;0.0009722;0.001789;99.57;0;0.583;
Zotu379;0.0009217;0.001178;99.72;0.545;0.0833;;;;Zotu99;0.001351;0.001625;99.65;0.273;0.75;;;;Zotu986;0.0009722;0.001789;99.57;0;0.583;
Zotu1620;0.0009091;0.001162;99.72;0.545;0;;;;Zotu2251;0.001326;0.001595;99.65;0.364;0.583;;;;Zotu1735;0.0009722;0.001789;99.58;0;0.583;
Zotu1712;0.0009091;0.001162;99.72;0.545;0;;;;Zotu581;0.001326;0.001595;99.66;0.0909;0.75;;;;Zotu2266;0.0009722;0.001789;99.58;0.167;0.5;
Zotu285;0.0009091;0.001162;99.72;0.273;0.333;;;;Zotu1504;0.001313;0.001579;99.66;0.273;0.833;;;;Zotu1878;0.0009722;0.001789;99.58;0.25;0.5;
Zotu646;0.0009091;0.001162;99.72;0.545;0;;;;Zotu1005;0.001301;0.001564;99.66;0.0909;0.75;;;;Zotu2023;0.0009722;0.001789;99.58;0;0.583;
Zotu1446;0.0009091;0.001162;99.72;0.545;0;;;;Zotu1063;0.001288;0.001549;99.66;0.455;0.5;;;;Zotu1697;0.0009722;0.001789;99.58;0.167;0.5;
Zotu1711;0.0009091;0.001162;99.73;0.545;0;;;;Zotu1179;0.001275;0.001534;99.66;0.364;0.583;;;;Zotu1087;0.0009722;0.001789;99.59;0.583;0;
Zotu465;0.0009091;0.001162;99.73;0.273;0.333;;;;Zotu1733;0.001263;0.001519;99.66;0.182;0.667;;;;Zotu1032;0.0009722;0.001789;99.59;0.583;0.167;
Zotu2245;0.0009091;0.001162;99.73;0.545;0;;;;Zotu824;0.001263;0.001519;99.67;0.273;0.667;;;;Zotu163;0.0009722;0.001789;99.59;0.25;0.417;
Zotu807;0.0009091;0.001162;99.73;0.545;0;;;;Zotu2201;0.001263;0.001519;99.67;0.545;0.667;;;;Zotu1262;0.0009722;0.001789;99.59;0;0.583;
Zotu860;0.0009091;0.001162;99.73;0.273;0.333;;;;Zotu1666;0.001263;0.001519;99.67;0.182;0.667;;;;Zotu956;0.0009491;0.001746;99.59;0.5;0.0833;
Zotu970;0.0009091;0.001162;99.73;0.0909;0.5;;;;Zotu1695;0.001263;0.001519;99.67;0.727;0.333;;;;Zotu1272;0.0009491;0.001746;99.59;0.25;0.417;
Zotu366;0.0009091;0.001162;99.73;0.545;0;;;;Zotu169;0.00125;0.001504;99.67;0;0.75;;;;Zotu726;0.0009491;0.001746;99.6;0.0833;0.5;
Zotu2182;0.0009091;0.001162;99.73;0.0909;0.5;;;;Zotu1512;0.00125;0.001504;99.67;0;0.75;;;;Zotu276;0.0009491;0.001746;99.6;0.417;0.25;
Zotu1679;0.0009091;0.001162;99.74;0.545;0;;;;Zotu1870;0.00125;0.001504;99.67;0;0.75;;;;Zotu1687;0.0009491;0.001746;99.6;0.333;0.417;
Zotu301;0.0009091;0.001162;99.74;0.545;0;;;;Zotu1920;0.00125;0.001504;99.68;0;0.75;;;;Zotu1181;0.0009259;0.001703;99.6;0.417;0.167;
Zotu157;0.0009091;0.001162;99.74;0.455;0.333;;;;Zotu1064;0.00125;0.001504;99.68;0;0.75;;;;Zotu201;0.0009259;0.001703;99.6;0.0833;0.5;
Zotu1889;0.0008838;0.001129;99.74;0.273;0.333;;;;Zotu690;0.001225;0.001473;99.68;0.455;0.417;;;;Zotu1535;0.0009259;0.001703;99.6;0.333;0.333;
Zotu763;0.0008838;0.001129;99.74;0.455;0.167;;;;Zotu305;0.001212;0.001458;99.68;0.727;0;;;;Zotu1657;0.0009028;0.001661;99.61;0.0833;0.5;
Zotu1472;0.0008838;0.001129;99.74;0.0909;0.5;;;;Zotu2161;0.001212;0.001458;99.68;0.727;0;;;;Zotu285;0.0009028;0.001661;99.61;0.333;0.417;
Zotu231;0.0008712;0.001113;99.74;0.364;0.25;;;;Zotu1374;0.001212;0.001458;99.68;0.0909;0.667;;;;Zotu867;0.0009028;0.001661;99.61;0.417;0.25;
Zotu329;0.0008712;0.001113;99.74;0.182;0.417;;;;Zotu511;0.001212;0.001458;99.69;0.727;0;;;;Zotu2107;0.0009028;0.001661;99.61;0.5;0.25;
Zotu2108;0.0008586;0.001097;99.74;0.364;0.333;;;;Zotu597;0.001212;0.001458;99.69;0.182;0.667;;;;Zotu1123;0.0009028;0.001661;99.61;0.5;0.25;
Zotu1805;0.000846;0.001081;99.75;0.273;0.417;;;;Zotu1894;0.001199;0.001443;99.69;0.455;0.417;;;;Zotu231;0.0009028;0.001661;99.61;0.25;0.5;
Zotu1612;0.000846;0.001081;99.75;0.273;0.417;;;;Zotu1032;0.001187;0.001428;99.69;0.636;0.167;;;;Zotu181;0.0008796;0.001618;99.62;0.167;0.417;
Zotu1755;0.0008333;0.001065;99.75;0;0.5;;;;Zotu1746;0.001174;0.001412;99.69;0.273;0.75;;;;Zotu2108;0.0008796;0.001618;99.62;0.333;0.333;
Zotu956;0.0008333;0.001065;99.75;0;0.5;;;;Zotu1825;0.001174;0.001412;99.69;0.455;0.583;;;;Zotu341;0.0008796;0.001618;99.62;0.417;0.333;
Zotu1068;0.0008333;0.001065;99.75;0;0.5;;;;Zotu394;0.001162;0.001397;99.69;0.0909;0.667;;;;Zotu248;0.0008796;0.001618;99.62;0.167;0.5;
